Coords,PGC,Name1,Name2,Name3,logD25,logD25err,RC3PA,logR25,logR25err,OrigCoords,Notes,SemiMajorAxis,SemiMinorAxis,PositionAngle,NEDRedshift
10h42m14.2272s +47d46m00.3s,PGC 31888,A 1039+48,MCG +08-20-016,MK 0151,0.8,0.09,165.0,0.39,0.06,104214.2+474558 A,"OFFSET 2.3 arcsec,",0.315,0.129,165.0,0.005106
10h44m18.96s +52d46m12.504s,PGC 32033,,MCG +09-18-014,,0.6,0.15,,0.09,0.1,104418.9+524611,"NOPA,OFFSET 1.6 arcsec,PANedMed,",0.199,0.162,77.0,0.024941
10h44m23.1504s +56d25m17.184s,PGC 32041,,UGC 05848      U,,1.32,0.05,115.0,0.33,0.06,104422.9+562518,"OFFSET 2.2 arcsec,",1.045,0.489,115.0,0.002742
10h45m22.4s +55d57m37s,PGC 32103,NGC 3353,UGC 05860      P,MK 0035,1.13,0.03,86.0,0.15,0.04,104522.4+555737 N,,0.674,0.477,86.0,0.003149
10h46m09.5088s +49d32m36.888s,PGC 32149,,UGC 05872      U,IRAS10431+4948,1.03,0.08,74.0,0.32,0.06,104609.7+493235,"OFFSET 2.7 arcsec,",0.536,0.256,74.0,0.03196
10h46m36.4488s +52d08m58.524s,PGC 32182,,UGC 05876      U,,1.13,0.05,103.0,0.25,0.05,104636.7+520856,"OFFSET 3.4 arcsec,",0.674,0.379,103.0,0.021916
10h47m19.8s +54d02m20.004s,PGC 32221,,UGC 05883      U,,1.02,0.06,,0.04,0.05,104719.7+540221,"NOPA,OFFSET 1.3 arcsec,NedNoPA,",0.524,0.477,0.0,0.002558
10h47m45.8304s +56d05m28.104s,PGC 32248,,UGC 05888      U,,1.08,0.07,,0.0,0.06,104745.7+560527,"NOPA,OFFSET 1.6 arcsec,PANedMed,",0.601,0.601,57.0,0.004133
10h48m19.2912s +50d01m23.016s,PGC 32294,,MCG +08-20-026,,0.97,0.15,,0.41,0.07,104819.4+500123,"NOPA,OFFSET 1.0 arcsec,PANedMed,",0.467,0.182,90.0,0.022706
10h48m52.488s +50d02m12.012s,PGC 32341,A 1045+50,MCG +08-20-028,MK 0152,0.89,0.11,,0.35,0.07,104852.7+500221 A,"NOPA,OFFSET 9.2 arcsec,PANedMed,",0.388,0.173,145.0,0.023095
10h48m53s +48d03m15s,PGC 32342,,UGC 05915      U,,0.96,0.07,25.0,0.23,0.05,104853.0+480315,,0.456,0.269,25.0,0.040949
10h48m53.7288s +46d43m14.592s,PGC 32343,,UGC 05917      U,,1.04,0.06,163.0,0.26,0.05,104853.6+464319,"OFFSET 4.6 arcsec,",0.548,0.301,163.0,0.002472
10h49m05.0328s +52d20m07.8s,PGC 32356,A 1046+52,MCG +09-18-032,MK 0153,0.91,0.08,,0.25,0.06,104904.6+521958 A,"NOPA,OFFSET 10.6 arcsec,PANedMed,",0.406,0.229,117.0,0.00797
10h49m47.1456s +51d53m39.084s,PGC 32423,,UGC 05928      U,,1.0,0.1,,0.0,0.04,104947.4+515337,"NOPA,OFFSET 3.1 arcsec,PANedMed,",0.5,0.5,83.0,0.02466
10h51m18.0288s +44d34m18.444s,PGC 32536,A 1048+44,UGC 05953      R,MK 0155,0.79,0.06,85.0,0.27,0.04,105118.2+443418 A,"OFFSET 1.9 arcsec,",0.308,0.166,85.0,0.010644
10h51m35.46s +47d57m07.092s,PGC 32557,,UGC 05961      U,,1.14,0.07,58.0,0.69,0.06,105135.6+475706,"OFFSET 1.8 arcsec,",0.69,0.141,58.0,0.028079
10h51m31.4s +55d23m27s,PGC 32564,IC 0644,UGC 05954,,0.98,0.09,78.0,0.45,0.06,105131.4+552327 I,,0.477,0.169,78.0,0.00956
10h51m35.2s +55d27m57s,PGC 32568,IC 0646,MCG +09-18-039 P,,1.1,0.07,,0.31,0.06,105135.2+552757 I,"NOPA,PANedMed,",0.629,0.308,141.0,0.046626
10h51m53.7s +51d00m23s,PGC 32594,NGC 3410,MCG +09-18-042,ARAK 261,0.64,0.17,,0.11,0.07,105153.7+510023 N,"NOPA,PANedMed,",0.218,0.169,33.0,0.027729
10h52m02.8s +55d36m04s,PGC 32604,,UGC 05976      U,,1.1,0.05,30.0,0.06,0.05,105202.8+553604,,0.629,0.548,30.0,0.004036
10h52m47.7s +49d36m45s,PGC 32659,,UGC 05991      U,,1.04,0.18,155.0,0.18,0.08,105247.7+493645,,0.548,0.362,155.0,0.022656
10h53m09.7992s +50d16m58.008s,PGC 32678,A 1050+50,UGC 05998a     R,MK 0156,0.97,0.07,110.0,0.44,0.05,105309.0+501702 A,"OFFSET 8.6 arcsec,",0.467,0.169,110.0,0.00462
10h53m35.8s +50d46m23s,PGC 32705,,UGC 06008      U,IRAS10506+5102,1.25,0.04,154.0,0.83,0.05,105335.8+504623,,0.889,0.132,154.0,0.025996
10h53m59.9s +49d39m35s,PGC 32726,,UGC 06013      U,IRAS10510+4955,0.96,0.09,45.0,0.07,0.03,105359.9+493935,,0.456,0.388,45.0,0.021898
10h54m02.4048s +46d01m40.8s,PGC 32729,,UGC 06015      U,,0.95,0.07,0.0,0.14,0.05,105402.5+460140,"OFFSET 1.3 arcsec,",0.446,0.323,0.0,0.041552
10h54m10.8696s +44d37m27.264s,PGC 32738,,UGC 06017      U,,1.11,0.05,80.0,0.98,0.05,105411.0+443726,"OFFSET 1.9 arcsec,",0.644,0.067,80.0,0.024591
10h54m12.8s +54d17m14s,PGC 32740,,UGC 06016      U,,1.33,0.05,30.0,0.25,0.06,105412.8+541714,,1.069,0.601,30.0,0.00498
10h54m36.816s +55d58m00.372s,PGC 32770,,MCG +09-18-053,,0.94,0.11,,0.11,0.07,105436.8+555759,"NOPA,OFFSET 1.4 arcsec,PANedMed,",0.435,0.338,169.0,0.048434
10h54m39.1992s +54d18m17.496s,PGC 32774,NGC 3448,UGC 06024      R,ARP 205,1.75,0.03,65.0,0.5,0.04,105438.7+541818 N,"OFFSET 4.4 arcsec,",2.812,0.889,65.0,0.004503
10h55m02.2344s +49d43m33.06s,PGC 32800,A 1052+49,UGC 06029      R,MK 0157,1.0,0.06,35.0,0.06,0.05,105502.3+494336 A,"OFFSET 3.0 arcsec,",0.5,0.435,35.0,0.004546
10h56m09.6168s +47d23m32.964s,PGC 32863,,UGC 06038      U,,1.04,0.06,,0.02,0.05,105609.8+472332,"NOPA,OFFSET 2.1 arcsec,PANedMed,",0.548,0.524,35.0,0.021503
10h58m43.7s +55d35m52s,PGC 33033,,UGC 06059      U,,1.24,0.05,15.0,0.44,0.05,105843.7+553552,,0.869,0.315,15.0,0.046821
10h58m47.2s +55d14m04s,PGC 33045,,UGC 06061      U,,1.02,0.06,12.0,0.53,0.05,105847.2+551404,,0.524,0.155,12.0,0.009521
10h59m27.3s +46d07m20s,PGC 33101,NGC 3478,UGC 06069      P,IRAS10565+4623,1.42,0.03,132.0,0.35,0.04,105927.3+460720 N,,1.315,0.587,132.0,0.022239
10h59m53.0664s +50d00m54.648s,PGC 33126,,MCG +08-20-061,,0.89,0.11,,0.0,0.07,105953.2+500054,"NOPA,OFFSET 1.4 arcsec,PANedMed,",0.388,0.388,48.0,0.025231
10h59m58.2s +50d54m10s,PGC 33136,,UGC 06074,IRAS10570+5110,1.1,0.06,,0.14,0.05,105958.2+505410,"NOPA,PANedMed,",0.629,0.456,102.0,0.009647
10h59m59.6s +50d03m24s,PGC 33138,,UGC 06071      U,,1.15,0.15,135.0,0.24,0.08,105959.6+500324,,0.706,0.406,135.0,0.023857
11h00m09.6336s +45d55m01.236s,PGC 33150,,UGC 06076      U,,,,,,,110009.8+455460,"DEC_ADJ,LOGD25,NOAXIS,NOPA,OFFSET 2.2 arcsec,PANedMed,",0.656,0.656,149.0,0.021381
11h00m11.3904s +45d44m16.188s,PGC 33153,,UGC 06075      U,,1.21,0.05,107.0,0.35,0.05,110011.6+454415,"OFFSET 2.5 arcsec,",0.811,0.362,107.0,0.037508
11h01m33.9984s +45d39m14.148s,PGC 33257,,UGC 06100      U,IRAS10587+4555,0.92,0.07,10.0,0.18,0.05,110134.1+453913,"OFFSET 1.6 arcsec,",0.416,0.275,10.0,0.0295
11h01m55.536s +47d05m42.072s,PGC 33269,,UGC 06101      U,,1.15,0.07,64.0,1.04,0.06,110155.5+470540,"OFFSET 2.1 arcsec,HANDADJ Major Minor,",0.847,0.077,64.0,0.021979
11h01m58.9944s +45d13m40.908s,PGC 33280,A 1059+45,UGC 06103      R,MK 0161,0.89,0.05,,0.2,0.04,110159.2+451340 A,"NOPA,OFFSET 2.4 arcsec,PANedMed,",0.388,0.245,74.0,0.01998
11h02m11.1936s +45d53m20.4s,PGC 33294,,UGC 06106      U,IRAS10593+4609,1.16,0.05,160.0,0.41,0.05,110211.3+455320,"OFFSET 1.2 arcsec,",0.723,0.281,160.0,0.021855
11h02m34.9176s +50d34m56.208s,PGC 33325,,UGC 06109      U,,1.08,0.06,,0.0,0.05,110235.0+503455,"NOPA,OFFSET 1.4 arcsec,PANedMed,",0.601,0.601,77.0,0.022365
11h02m47.8512s +52d06m48.816s,PGC 33346,,UGC 06113      U,,0.96,0.09,,0.0,0.06,110248.6+520659,"NOPA,OFFSET 12.3 arcsec,NedNoPA,",0.456,0.456,0.0,0.003172
11h03m09.732s +50d12m22.32s,PGC 33370,,UGC 06117      U,,1.0,0.06,143.0,0.1,0.05,110309.9+501222,"OFFSET 1.6 arcsec,",0.5,0.397,143.0,0.024223
11h03m11s +56d13m18s,PGC 33375,NGC 3499,UGC 06115      P,,0.91,0.07,,0.05,0.04,110311.0+561318 N,"NOPA,PANedMed,",0.406,0.362,20.0,0.00512
11h03m36.1992s +45d10m30s,PGC 33404,,UGC 06125      U,,1.11,0.05,33.0,0.35,0.05,110338.5+451047,"OFFSET 29.7 arcsec,NedNoRedshift,HANDADJ Major Minor,",0.966,0.432,33.0,nan
11h04m03.4056s +49d49m17.76s,PGC 33433,,UGC 06127      U,IRAS11011+5005,0.91,0.07,140.0,0.06,0.05,110403.3+494916,"OFFSET 2.0 arcsec,",0.406,0.354,140.0,0.02397
11h04m18.0048s +50d02m02.688s,PGC 33444,,UGC 06129      U,,0.87,0.1,,0.01,0.06,110418.2+500202,"NOPA,OFFSET 2.0 arcsec,PANedMed,",0.371,0.362,140.0,0.023894
11h04m28.0656s +44d01m51.42s,PGC 33454,,UGC 06131      U,,1.17,0.09,95.0,0.15,0.05,110428.2+440150,"OFFSET 2.0 arcsec,",0.74,0.524,95.0,0.025664
11h04m37s +45d07m30s,PGC 33465,,UGC 06135,IRAS11017+4523,0.99,0.05,,0.02,0.04,110437.0+450730,"NOPA,PANedMed,",0.489,0.467,91.0,0.021612
11h05m08.1168s +44d44m47.256s,PGC 33498,A 1102+45,MCG +08-20-083,MK 0162,0.78,0.08,,0.35,0.06,110508.0+444448 A,"NOPA,OFFSET 1.4 arcsec,PANedMed,",0.301,0.135,19.0,0.02154
11h06m31.3296s +48d39m05.688s,PGC 33600,A 1103+48,UGC 06156,IRAS11036+4855,1.06,0.06,3.0,0.56,0.05,110631.0+483903 A,"OFFSET 4.2 arcsec,",0.574,0.158,3.0,0.024533
11h06m54.7104s +51d12m12.096s,PGC 33633,,UGC 06162      U,IRAS11041+5127,1.4,0.03,88.0,0.32,0.04,110654.8+511211,"OFFSET 1.4 arcsec,",1.256,0.601,88.0,0.007348
11h07m04.1s +45d49m19s,PGC 33643,,UGC 06165      U,IRAS11042+4605,1.19,0.05,59.0,0.68,0.05,110704.1+454919,,0.774,0.162,59.0,0.025286
11h08m03.0168s +53d36m57.6s,PGC 33726,,UGC 06182,,0.97,0.07,,0.03,0.05,110803.0+533660,"DEC_ADJ,NOPA,OFFSET 2.3 arcsec,PANedMed,",0.467,0.435,119.0,0.00413
11h08m08.3s +45d59m04s,PGC 33729,,UGC 06184      U,,1.02,0.06,2.0,0.49,0.05,110808.3+455904,,0.524,0.169,2.0,0.036216
11h08m30.084s +45d07m50.952s,PGC 33755,,UGC 06187,IRAS11056+4524,0.81,0.11,,0.07,0.06,110830.0+450752,"NOPA,OFFSET 1.4 arcsec,PANedMed,",0.323,0.275,134.0,0.020646
11h09m43.7s +46d48m51s,PGC 33840,,UGC 06201,,0.85,0.08,110.0,0.19,0.05,110943.7+464851,,0.354,0.229,110.0,0.025004
11h09m58.3608s +46d05m41.604s,PGC 33875,,UGC 06205      U,,1.26,0.04,50.0,0.12,0.05,110958.8+460544,"OFFSET 5.2 arcsec,",0.91,0.69,50.0,0.004717
11h10m30.3456s +55d10m11.46s,PGC 33914,,UGC 06211      U,,1.04,0.06,125.0,0.1,0.05,111030.2+551011,"OFFSET 1.3 arcsec,",0.548,0.435,125.0,0.057756
11h10m56.8728s +53d23m15.972s,PGC 33964,NGC 3549,UGC 06215      R,IRAS11080+5339,1.51,0.03,38.0,0.44,0.03,111056.9+532315 N,"OFFSET 1.0 arcsec,",1.618,0.587,38.0,0.00955
11h11m26s +43d54m26s,PGC 34019,,UGC 06232      U,,1.19,0.05,146.0,0.65,0.05,111126.0+435426,,0.774,0.173,146.0,0.021361
11h11m27.3696s +47d02m07.944s,PGC 34021,,UGC 06227      U,,0.9,0.09,,0.05,0.03,111127.5+470208,"NOPA,OFFSET 1.3 arcsec,PANedMed,",0.397,0.354,153.0,0.025221
11h11m30.9s +55d40m27s,PGC 34030,NGC 3556,UGC 06225      R,,1.94,0.01,80.0,0.59,0.02,111130.9+554027 N,,4.355,1.119,80.0,0.002332
11h12m26.916s +51d38m12.444s,PGC 34094,A 1109+51,UGCA 229       R,MK 0164,0.54,0.19,18.0,0.48,0.09,111226.2+513804 A,"OFFSET 10.8 arcsec,HANDADJ PA,",0.173,0.057,8.0,0.009423
11h13m26.1408s +53d35m42.288s,PGC 34170,A 1110+53,UGC 06251      U,DDO 092,1.26,0.06,60.0,0.03,0.06,111326.1+533540 A,"OFFSET 2.3 arcsec,",0.91,0.849,60.0,0.003092
11h13m41s +47d34m43s,PGC 34192,,UGC 06255,ARAK 283,0.87,0.08,35.0,0.2,0.05,111341.0+473443,,0.371,0.234,35.0,0.017849
11h13m44.9s +48d16m21s,PGC 34195,NGC 3577,UGC 06257      R,,1.15,0.04,,0.01,0.04,111344.9+481621 N,"NOPA,PANedMed,",0.706,0.69,82.0,0.017799
11h14m10.9s +48d19m06s,PGC 34232,NGC 3583,UGC 06263      R,IRAS11113+4835,1.45,0.03,125.0,0.19,0.04,111410.9+481906 N,,1.409,0.91,125.0,0.007125
11h15m25.5s +47d26m49s,PGC 34325,NGC 3595,UGC 06280,,1.2,0.07,176.0,0.33,0.04,111525.5+472649 N,,0.792,0.371,176.0,0.007262
11h16m14s +55d42m15s,PGC 34374,NGC 3594,UGC 06286      U,,1.11,0.1,10.0,0.03,0.05,111614.0+554215 N,,0.644,0.601,10.0,0.020871
11h17m46.4784s +51d28m35.724s,PGC 34508,,UGC 06309,IRAS11149+5144,1.14,0.05,125.0,0.24,0.05,111746.7+512834,"OFFSET 2.7 arcsec,",0.69,0.397,125.0,0.009573
11h18m21.3s +45d44m53s,PGC 34561,NGC 3614,UGC 06318      R,IRAS11155+4601,1.66,0.02,80.0,0.24,0.03,111821.3+454453 N,,2.285,1.315,80.0,0.007782
11h18m11.9s +45d43m01s,PGC 34562,NGC 3614A,MCG +08-21-014 R,,0.91,0.09,,0.0,0.06,111811.9+454301 N,"NOPA,PANedMed,",0.406,0.406,177.0,0.024372
11h19m34.3s +51d30m12s,PGC 34658,A 1116+51,,,,,,,,111934.3+513012 A,"LOGD25,NOAXIS,NOPA,PANedMed,",0.656,0.656,89.0,0.004476
11h19m52.524s +54d27m46.26s,PGC 34670,,MCG +09-19-042 U,UGCA 233,1.0,0.07,,0.0,0.06,111930.8+542734,"NOPA,OFFSET 189.8 arcsec,PANedMed,",0.5,0.5,72.0,0.040752
11h21m02.9s +53d10m10s,PGC 34767,NGC 3631,UGC 06360      R,ARP 027,1.7,0.02,105.0,0.02,0.07,1121 2.9+531010 N,,2.506,2.393,105.0,0.003856
11h21m43.62s +46d12m35.316s,PGC 34837,,UGC 06375      U,IRAS11189+4629,1.08,0.06,97.0,0.63,0.05,112143.8+461234,"OFFSET 2.3 arcsec,",0.601,0.141,97.0,0.0248
11h22m02.256s +50d35m37.392s,PGC 34859,,UGC 06380      U,,1.15,0.05,58.0,0.3,0.05,112202.3+503536,"OFFSET 1.5 arcsec,",0.706,0.354,58.0,0.02332
11h23m23.2224s +50d53m33.756s,PGC 34971,,UGC 06399      U,,1.44,0.03,142.0,0.55,0.05,112323.1+505334,"OFFSET 1.2 arcsec,",1.377,0.388,142.0,0.00264
11h23m29.5032s +53d40m39.216s,PGC 34975,,UGC 06400      U,,1.02,0.06,98.0,0.41,0.05,112329.6+534038,"OFFSET 1.5 arcsec,",0.524,0.204,98.0,0.027362
11h23m38.6s +53d50m32s,PGC 34989,NGC 3656,UGC 06403      R,IRAS11208+5406,1.21,0.05,7.0,0.01,0.05,112338.6+535032 N,,0.811,0.792,7.0,0.00964
11h23m55.6s +52d55m15s,PGC 35002,NGC 3657,UGC 06406      P,IRAS11212+5310,1.16,0.05,,0.01,0.05,112355.6+525515 N,"NOPA,PANedMed,",0.723,0.706,165.0,0.004053
11h24m05.88s +45d48m39.852s,PGC 35014,,UGC 06410      U,,1.04,0.06,5.0,0.11,0.05,112406.0+454839,"OFFSET 1.5 arcsec,",0.548,0.426,5.0,0.01866
11h24m06.5112s +48d41m46.716s,PGC 35015,,UGC 06411      U,,1.02,0.06,79.0,0.75,0.05,112406.7+484146,"OFFSET 2.0 arcsec,",0.524,0.093,79.0,0.057599
11h25m36.168s +54d22m57s,PGC 35129,A 1122+54,MCG +09-19-073 R,MK 0040,1.12,0.12,,0.91,0.07,112536.4+542256 A,"NOPA,OFFSET 2.3 arcsec,PANedMed,",0.659,0.081,155.0,0.021091
11h26m17.8s +46d58m26s,PGC 35181,NGC 3677,UGC 06441      P,IRAS11235+4714,1.29,0.07,130.0,0.07,0.05,112617.8+465826 N,,0.975,0.83,130.0,0.024657
11h26m40.4592s +53d44m48.048s,PGC 35202,,UGC 06446      U,,1.55,0.03,10.0,0.19,0.05,112640.5+534447,"OFFSET 1.1 arcsec,",1.774,1.145,10.0,0.002153
11h30m28.6032s +48d06m38.7s,PGC 35467,A 1127+48,,MK 0173,,,,,,113028.4+480627 A,"LOGD25,NOAXIS,NOPA,OFFSET 11.9 arcsec,PANedMed,",0.656,0.656,131.0,0.027636
11h30m39.9696s +44d09m32.184s,PGC 35476,,UGC 06500      U,,1.01,0.06,178.0,0.43,0.05,113040.0+440931,"OFFSET 1.2 arcsec,",0.512,0.19,178.0,0.033332
11h31m11.6544s +51d41m53.016s,PGC 35506,,UGC 06505      U,,1.02,0.06,,0.02,0.05,113111.8+514152,"NOPA,OFFSET 1.7 arcsec,PANedMed,",0.524,0.5,165.0,0.023103
11h32m32.8s +52d56m22s,PGC 35609,,R,HICK 056E,,,,,,113232.8+525622,"LOGD25,NOAXIS,NOPA,PANedMed,",0.656,0.656,170.0,0.026645
11h32m35.4s +52d56m50s,PGC 35615,,UGC 06527a     R,HICK 056D,,,,,,113235.4+525650,"LOGD25,NOAXIS,NOPA,PANedMed,",0.656,0.656,151.0,0.027839
11h32m34.9s +53d04m04s,PGC 35616,NGC 3718,UGC 06524      R,ARP 214,1.91,0.02,15.0,0.31,0.03,113234.9+530404 N,,4.064,1.991,15.0,0.003312
11h32m36.7s +52d56m51s,PGC 35618,,UGC 06527b     R,HICK 056C,,,,,,113236.7+525651,"LOGD25,NOAXIS,NOPA,PANedMed,",0.656,0.656,70.0,0.027052
11h32m37.6008s +52d56m53.016s,PGC 35620,,UGC 06527c     R,MK 0176,1.05,0.05,,0.53,0.06,113240.4+525700,"NOPA,OFFSET 26.2 arcsec,NedNoPA,HANDADJ PA Major Minor,",1.2,0.6,90.0,0.027379
11h32m46.7s +52d56m28s,PGC 35631,,MCG +09-19-113,HICK 056A,1.04,0.09,,0.78,0.07,113246.7+525628,"NOPA,PANedMed,",0.548,0.091,172.0,0.02737
11h33m13.4496s +50d18m07.884s,PGC 35671,,UGC 06535      U,,1.06,0.06,67.0,0.93,0.05,113313.7+501808,"OFFSET 2.4 arcsec,",0.574,0.067,67.0,0.010471
11h33m21.1s +47d01m45s,PGC 35676,NGC 3726,UGC 06537      R,IRAS11306+4718,1.79,0.02,10.0,0.16,0.02,113321.1+470145 N,,3.083,2.133,10.0,0.002887
11h33m23.4744s +55d04m20.1s,PGC 35678,A 1130+55,UGCA 239       R,MK 0177,0.51,0.11,,0.15,0.07,113322.9+550420 A,"NOPA,OFFSET 4.9 arcsec,PANedMed,",0.162,0.115,155.0,0.008088
11h33m28.9008s +49d14m13.992s,PGC 35684,A 1130+49,UGC 06541a+b   U,MK 0178,1.09,0.06,133.0,0.27,0.05,113328.9+491415 A,"OFFSET 1.0 arcsec,",0.615,0.33,133.0,0.000833
11h33m49.3248s +53d07m31.98s,PGC 35711,NGC 3729,UGC 06547      R,IRAS11310+5324,1.45,0.02,15.0,0.17,0.03,113349.3+530731 N,"OFFSET 1.0 arcsec,",1.409,0.953,15.0,0.003536
11h33m59.2s +49d03m43s,PGC 35720,IC 0708,UGC 06549      U,,1.15,0.15,95.0,0.19,0.08,113359.2+490343 I,,0.706,0.456,95.0,0.031679
11h34m14.5s +49d02m35s,PGC 35736,IC 0709,MCG +08-21-057,,,,,,,113414.5+490235 I,"LOGD25,NOAXIS,NOPA,PANedMed,",0.656,0.656,29.0,0.031732
11h34m46.56s +48d57m21.996s,PGC 35780,IC 0711,MCG +08-21-062,,,,,,,113446.6+485721 I,"LOGD25,NOAXIS,NOPA,OFFSET 1.1 arcsec,PANedMed,",0.656,0.656,32.0,0.032436
11h34m49.3s +49d04m39s,PGC 35785,IC 0712,MCG +08-21-063,,1.04,0.09,,0.21,0.07,113449.3+490439 I,"NOPA,PANedMed,",0.548,0.338,94.0,0.033553
11h35m00.012s +51d13m04.8s,PGC 35793,,UGC 06555      U,,1.01,0.12,90.0,0.09,0.05,113500.2+511304,"OFFSET 1.9 arcsec,",0.512,0.416,90.0,0.027199
11h35m01.6s +54d51m01s,PGC 35797,NGC 3733,UGC 06554      P,VV 459,1.68,0.03,170.0,0.34,0.04,1135 1.6+545101 N,,2.393,1.094,170.0,0.003953
11h35m36.4s +54d56m54s,PGC 35840,NGC 3737,UGC 06563      P,,1.02,0.09,,0.02,0.06,113536.4+545654 N,"NOPA,PANedMed,",0.524,0.5,76.0,0.019423
11h35m48.7896s +54d31m26.004s,PGC 35856,NGC 3738,UGC 06565      R,ARP 234,1.4,0.02,155.0,0.12,0.03,113548.5+543127 N,"OFFSET 2.7 arcsec,",1.256,0.953,155.0,0.000764
11h36m06.18s +45d17m01.068s,PGC 35878,NGC 3741,UGC 06572      U,,1.31,0.05,5.0,0.26,0.06,1136 6.0+451705 N,"OFFSET 4.4 arcsec,",1.021,0.561,5.0,0.000764
11h36m30.5496s +49d07m52.86s,PGC 35908,,MCG +08-21-072,,0.74,0.14,,0.0,0.07,113630.7+490753,"NOPA,OFFSET 1.5 arcsec,PANedMed,",0.275,0.275,133.0,0.037122
11h36m30.744s +47d49m01.884s,PGC 35909,,UGC 06576      U,,1.14,0.07,,0.03,0.03,113630.9+474901,"NOPA,OFFSET 1.8 arcsec,PANedMed,",0.69,0.644,51.0,0.03389
11h36m36.6552s +49d03m47.052s,PGC 35920,,MCG +08-21-074,,0.74,0.14,,0.0,0.07,113636.7+490346,"NOPA,OFFSET 1.1 arcsec,PANedMed,",0.275,0.275,58.0,0.032436
11h36m42.3s +54d50m45s,PGC 35926,IC 2943,CGCG 268-062   P,MK 0041,0.59,0.09,,0.02,0.05,113642.3+545045 I,"NOPA,PANedMed,",0.195,0.186,127.0,0.019373
11h36m48s +54d17m36s,PGC 35931,NGC 3756,UGC 06579      R,IRAS11340+5434,1.62,0.02,177.0,0.3,0.02,113648.0+541736 N,,2.084,1.045,177.0,0.004397
11h36m54.1s +54d49m24s,PGC 35945,NGC 3759,UGC 06581      P,,1.04,0.04,,0.0,0.08,113654.1+544924 N,"NOPA,PANedMed,",0.548,0.548,32.0,0.018603
11h36m58s +55d09m43s,PGC 35948,NGC 3759A,UGC 06582      P,IRAS11342+5526,1.08,0.06,,0.04,0.05,113658.0+550943 N,"NOPA,PANedMed,",0.601,0.548,36.0,0.019297
11h37m44.1s +47d53m35s,PGC 35999,NGC 3769,UGC 06595      R,,1.49,0.03,152.0,0.5,0.03,113744.1+475335 N,,1.545,0.489,152.0,0.002459
11h37m50.2968s +56d08m42.072s,PGC 36000,,UGC 06596      U,VV 148,1.04,0.06,140.0,0.22,0.05,113750.8+560836,"OFFSET 7.4 arcsec,",0.548,0.33,140.0,0.007609
11h37m51.36s +47d52m52.788s,PGC 36008,NGC 3769A,MCG +08-21-077 R,IRAS11350+4809,1.03,0.08,71.0,0.38,0.06,113750.2+475254 N,"OFFSET 11.7 arcsec,HANDADJ PA,",0.536,0.223,110.0,0.002448
11h39m20.76s +46d30m49.788s,PGC 36136,NGC 3782,UGC 06618      R,IRAS11366+4647,1.22,0.03,0.0,0.19,0.03,113920.7+463049 N,"OFFSET 1.0 arcsec,",0.83,0.536,0.0,0.002465
11h39m22.4s +56d16m14s,PGC 36138,NGC 3780,UGC 06615      R,IRAS11366+5632,1.49,0.03,90.0,0.1,0.03,113922.4+561614 N,,1.545,1.227,90.0,0.008002
11h40m05.7s +45d56m32s,PGC 36188,A 1137+46,UGC 06628      U,,1.46,0.04,,0.0,0.06,114005.7+455632 A,"NOPA,PANedMed,",1.442,1.442,75.0,0.002805
11h40m53.4192s +56d12m07.308s,PGC 36238,NGC 3804,UGC 06640      P,IRAS11381+5628,1.35,0.03,120.0,0.19,0.04,114054.2+561207 N,"OFFSET 6.5 arcsec,",1.119,0.723,120.0,0.00462
11h41m16.6s +47d41m27s,PGC 36265,NGC 3811,UGC 06650      U,MK 0185,1.34,0.05,160.0,0.12,0.06,114116.6+474127 N,,1.094,0.83,160.0,0.010357
11h42m26.2896s +51d35m52.692s,PGC 36343,,UGC 06667      U,,1.53,0.03,89.0,0.89,0.05,114225.4+513550,"OFFSET 8.7 arcsec,",1.694,0.218,89.0,0.003246
11h42m44.9s +52d46m46s,PGC 36370,NGC 3824,UGC 06676      P,IRAS11400+5303,1.13,0.05,118.0,0.29,0.04,114244.9+524646 N,,0.674,0.346,118.0,0.01883
11h43m31.14s +55d28m44.076s,PGC 36432,,UGC 06685      U,,1.11,0.05,6.0,0.75,0.05,114331.3+552843,"OFFSET 1.7 arcsec,",0.644,0.115,6.0,0.003344
11h43m27.3s +52d42m40s,PGC 36439,NGC 3829,UGC 06690      P,IRAS11407+5259,1.03,0.04,95.0,0.2,0.04,114327.3+524240 N,,0.536,0.338,95.0,0.018931
11h43m46.5s +55d02m51s,PGC 36463,,MCG +09-19-165,MK 1452,0.87,0.07,,0.1,0.06,114346.5+550251,"NOPA,PANedMed,",0.371,0.294,150.0,0.022282
11h44m14.8s +55d02m06s,PGC 36506,NGC 3846A,UGC 06706      P,KUG 1141+553B,1.28,0.03,40.0,0.09,0.04,114414.8+550206 N,,0.953,0.774,40.0,0.00479
11h44m25s +48d50m07s,PGC 36528,,UGC 06713      U,,1.17,0.07,,0.14,0.06,114425.0+485007,"NOPA,NedNoPA,",0.74,0.536,0.0,0.002999
11h44m29.1s +55d39m08s,PGC 36539,NGC 3846,UGC 06710      R,IRAS11417+5556,1.03,0.06,135.0,0.14,0.04,114429.1+553908 N,,0.536,0.388,135.0,0.03234
11h45m09.3s +49d43m07s,PGC 36613,IC 0731:,UGC 06726      U,,1.04,0.11,65.0,0.18,0.05,1145 9.3+494307 I,,0.548,0.362,65.0,0.032322
